"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_14.7143",41.0500229539003,2.0384856711517,0.213793204945603,9.53484780617965,1.50105579605074e-21,5.74611480951618e-19,NA,NA,NA,"tr|A0A2B4S9S2|A0A2B4S9S2_STYPI",8.17e-54,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_020616858.1|",1.36e-68,"uncharacterized protein LOC110054840 [Orbicella faveolata]",NA,"GO:0005576; GO:0008061; GO:0004867; GO:0006030"
"evm.TU.chromosome_6.1946",105.262173873465,2.42537444511199,0.254585360676291,9.52676319906662,1.62263614806706e-21,6.06363674855061e-19,"sp|Q04656|ATP7A_HUMAN",0,"Copper-transporting ATPase 1 OS=Homo sapiens GN=ATP7A PE=1 SV=3","tr|A0A2B4RST5|A0A2B4RST5_STYPI",0,"Copper-transporting ATPase 2 OS=Stylophora pistillata GN=ATP7B PE=4 SV=1","ref|XP_020618659.1|",0,"copper-transporting ATPase 2-like isoform X1 [Orbicella faveolata]","GO:0016324; GO:0016323; GO:0031526; GO:0031252; GO:0005829; GO:0005783; GO:0005794; GO:0016021; GO:0005770; GO:0016020; GO:0045121; GO:0005902; GO:0043005; GO:0043025; GO:0005634; GO:0043204; GO:0048471; GO:0030670; GO:0005886; GO:0030141; GO:0005802; GO:0030140; GO:0005524; GO:0051087; GO:0005507; GO:0005375; GO:0032767; GO:0004008; GO:1903136; GO:0048365; GO:0016532; GO:0019730; GO:0001568; GO:0001974; GO:0051216; GO:0006584; GO:0006878; GO:0071230; GO:0071236; GO:0071276; GO:0071279; GO:0071280; GO:0071456; GO:0071281; GO:0071284; GO:0036120; GO:0021954; GO:0021702; GO:0030199; GO:0060003; GO:0015677; GO:0006825; GO:0010273; GO:0042417; GO:0048251; GO:0051542; GO:0042414; GO:0030198; GO:0031069; GO:0001701; GO:0034220; GO:0007595; GO:0001889; GO:0007626; GO:0048286; GO:0007005; GO:0043086; GO:0034760; GO:0048812; GO:0042415; GO:0018205; GO:0043473; GO:0015679; GO:0043085; GO:0045793; GO:0050679; GO:0010592; GO:0051353; GO:1903036; GO:1904754; GO:0021860; GO:1904959; GO:0010468; GO:0002082; GO:0019430; GO:0010041; GO:0010042; GO:0010043; GO:0042428; GO:0043588; GO:0042093; GO:0006568","GO:0016021; GO:0019829; GO:0005507; GO:0000166; GO:0030001"
"evm.TU.chromosome_11.1412",37.563321085351,-2.45509955410586,0.257795492953102,-9.52343862176246,1.67541474698977e-21,6.11526382651268e-19,"sp|E1C2V1|LMBL1_CHICK",4.34e-159,"Lethal(3)malignant brain tumor-like protein 1 OS=Gallus gallus GN=L3MBTL1 PE=3 SV=1","tr|A0A2B4RIP1|A0A2B4RIP1_STYPI",0,"Lethal(3)malignant brain tumor-like protein 1 OS=Stylophora pistillata GN=L3MBTL1 PE=4 SV=1","ref|XP_020608098.1|",0,"lethal(3)malignant brain tumor-like protein 3 isoform X3 [Orbicella faveolata]","GO:0005634; GO:0003700; GO:0035064; GO:0008270; GO:0016569; GO:0006351","GO:0005634; GO:0003700; GO:0008270"
"evm.TU.chromosome_13.429",22.4094040787341,-3.88151781698031,0.408053303549265,-9.51228132015769,1.86526301592003e-21,6.6534779624693e-19,NA,NA,NA,"tr|A0A2B4RME0|A0A2B4RME0_STYPI",4.77e-147,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene18167 PE=4 SV=1","gb|PFX17507.1|",7.38e-147,"glutamic acid-rich protein-like [Stylophora pistillata]",NA,""
"evm.TU.chromosome_9.2863",30.707025206879,5.70174971829365,0.601791297740063,9.47462972579649,2.67708462842839e-21,9.33707627626301e-19,NA,NA,NA,"tr|A0A2B4RSS8|A0A2B4RSS8_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16227 PE=4 SV=1","ref|XP_020625023.1|",0,"uncharacterized protein LOC110062444 isoform X2 [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_5.1142",818.609556509453,1.64331245277921,0.173812107960144,9.45453381853028,3.24464534807253e-21,1.10705888560866e-18,"sp|Q9P281|BAHC1_HUMAN",9.98e-44,"BAH and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=BAHCC1 PE=1 SV=3","tr|A0A2B4STY0|A0A2B4STY0_STYPI",0,"BAH and coiled-coil domain-containing protein 1 OS=Stylophora pistillata GN=BAHCC1 PE=4 SV=1","ref|XP_020607923.1|",0,"microtubule-associated protein futsch-like isoform X3 [Orbicella faveolata]","GO:0000785; GO:0005677; GO:0003682; GO:0000976; GO:0006342; GO:0031507","GO:0003682; GO:0030154"
"evm.TU.chromosome_9.204",360.743769967764,1.65315395965273,0.176018855190956,9.3919140529535,5.8919648126379e-21,1.96754016456068e-18,"sp|Q6P132|TXB1B_DANRE",1.63e-41,"Tax1-binding protein 1 homolog B OS=Danio rerio GN=tax1bp1b PE=2 SV=3","tr|A0A2B4SMG1|A0A2B4SMG1_STYPI",0,"Tax1-binding protein 1-like B OS=Stylophora pistillata GN=tax1bp1b PE=4 SV=1","ref|XP_020623097.1|",0,"tax1-binding protein 1 homolog B-like [Orbicella faveolata]","GO:0046872; GO:0006915",""
"evm.TU.chromosome_10.2910",56.8174534369366,-2.95411833801307,0.315577682946356,-9.36098620926636,7.89958542741655e-21,2.58299986006881e-18,"sp|P04268|TPM1_CHICK",7.45e-18,"Tropomyosin alpha-1 chain OS=Gallus gallus GN=TPM1 PE=1 SV=2","tr|A0A2B4T0D7|A0A2B4T0D7_STYPI",5.31e-111,"Tropomyosin beta chain OS=Stylophora pistillata GN=TPM2 PE=4 SV=1","ref|XP_020604487.1|",3.61e-118,"tropomyosin beta chain-like [Orbicella faveolata]","GO:0015629; GO:0005884; GO:0005862; GO:0005886; GO:0051015; GO:0008092; GO:0042802; GO:0046982; GO:0042803; GO:0008307; GO:0007015; GO:0060048",""
"evm.TU.chromosome_13.2681",64.9275403660976,2.8523786873964,0.30524567888761,9.3445342053364,9.22948163762069e-21,2.95625947556034e-18,NA,NA,NA,"tr|A0A2B4SMT4|A0A2B4SMT4_STYPI",6.99e-72,"GDP-fucose protein O-fucosyltransferase 1 OS=Stylophora pistillata GN=O-fut1 PE=4 SV=1","ref|XP_020616504.1|",6.44e-147,"uncharacterized protein LOC110054516 [Orbicella faveolata]",NA,"GO:0016757; GO:0006004"
"evm.TU.chromosome_12.1356",17.2979641882501,-7.47706504962939,0.805446681617367,-9.28312850530983,1.64573845093841e-20,5.16597299749567e-18,"sp|P06683|CO9_MOUSE",4.67e-07,"Complement component C9 OS=Mus musculus GN=C9 PE=1 SV=2","tr|A0A2B4SJW2|A0A2B4SJW2_STYPI",0,"Neuronal pentraxin-2 OS=Stylophora pistillata GN=NPTX2 PE=4 SV=1","ref|XP_020623828.1|",0,"uncharacterized protein LOC110061329 [Orbicella faveolata]","GO:0005829; GO:0005615; GO:0005579; GO:0044218; GO:0005886; GO:0001906; GO:0006957; GO:0006958; GO:0019835; GO:0051260",""
"evm.TU.chromosome_10.3049",362.392945027114,1.26693980821461,0.137541181061709,9.21134890972174,3.22051984858996e-20,9.91099196541556e-18,"sp|P62976|UBIQP_CRIGR",0,"Polyubiquitin OS=Cricetulus griseus PE=2 SV=2","tr|A0A2B4S377|A0A2B4S377_STYPI",0,"Polyubiquitin-C OS=Stylophora pistillata GN=Ubc PE=4 SV=1","ref|XP_022794920.1|",0,"polyubiquitin-C [Stylophora pistillata]","GO:0005737; GO:0005634",""
"evm.TU.chromosome_12.1570",34.7720134658332,2.32235450073063,0.252380485433942,9.20179900889556,3.52006270936579e-20,1.04336463043128e-17,"sp|Q52M93|Z585B_HUMAN",8.82e-40,"Zinc finger protein 585B OS=Homo sapiens GN=ZNF585B PE=2 SV=1","tr|A0A2B4S713|A0A2B4S713_STYPI",0,"Zinc finger protein 26 OS=Stylophora pistillata GN=Zfp26 PE=4 SV=1","ref|XP_020611020.1|",0,"uncharacterized protein LOC110049554 [Orbicella faveolata]","GO:0005634; GO:0003700; GO:0046872; GO:0003676; GO:0006355; GO:0006351","GO:0003676"
"evm.TU.chromosome_7.711",21.5104756882895,4.19240834437725,0.455612370231202,9.20169999390009,3.52330840476954e-20,1.04336463043128e-17,"sp|P97360|ETV6_MOUSE",1.07e-12,"Transcription factor ETV6 OS=Mus musculus GN=Etv6 PE=1 SV=1","tr|A0A2B4SX26|A0A2B4SX26_STYPI",3.48e-110,"Transcription factor ETV6 OS=Stylophora pistillata GN=Etv6 PE=4 SV=1","ref|XP_020619488.1|",7.82e-118,"protein C-ets-2-like [Orbicella faveolata]","GO:0005829; GO:0005730; GO:0005634; GO:0003677; GO:0003700; GO:0019904; GO:0000978; GO:0000977; GO:0001077; GO:0030154; GO:0071425; GO:0097152; GO:0000122; GO:0022008; GO:0045944; GO:0006355; GO:0007296","GO:0005634; GO:0043565"
"evm.TU.chromosome_12.2569",158.74892518829,3.27945522747687,0.356698343836215,9.19391772949384,3.78788343592142e-20,1.10094130605161e-17,NA,NA,NA,"tr|A0A2B4RFD5|A0A2B4RFD5_STYPI",5.29e-78,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20244 PE=4 SV=1","ref|XP_020608421.1|",5.04e-94,"major surface trophozoite antigen 11-like [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_1.1627",103.99034055886,1.64030338485082,0.179135883345962,9.15675494051036,5.34813460768506e-20,1.52616313941122e-17,"sp|Q15061|WDR43_HUMAN",3.44e-134,"WD repeat-containing protein 43 OS=Homo sapiens GN=WDR43 PE=1 SV=3","tr|A0A2B4RWJ3|A0A2B4RWJ3_STYPI",0,"WD repeat-containing protein 43 OS=Stylophora pistillata GN=Wdr43 PE=4 SV=1","ref|XP_020626087.1|",0,"WD repeat-containing protein 43-like [Orbicella faveolata]","GO:0001650; GO:0005730; GO:0005654; GO:0003723; GO:2000234; GO:0045943; GO:0006364; GO:0006351",""
"evm.TU.chromosome_14.4764",55.5455354496322,1.97821037353004,0.217549839616892,9.09313643721222,9.62223880058147e-20,2.69680424955582e-17,"sp|Q5ZJ85|PRPF3_CHICK",0,"U4/U6 small nuclear ribonucleoprotein Prp3 OS=Gallus gallus GN=PRPF3 PE=2 SV=1","tr|A0A2B4SRQ3|A0A2B4SRQ3_STYPI",0,"U4/U6 small nuclear ribonucleoprotein Prp3 OS=Stylophora pistillata GN=PRPF3 PE=4 SV=1","ref|XP_022801980.1|",0,"U4/U6 small nuclear ribonucleoprotein Prp3-like [Stylophora pistillata]","GO:0016607; GO:0005634; GO:0005681; GO:0046540; GO:0000398; GO:0000244","GO:0016021; GO:0046540; GO:0019013; GO:0000398"
"evm.TU.chromosome_2.2047",65.9917034675178,3.91847342190098,0.431738501805447,9.07603423256133,1.12602955633326e-19,3.10053226081589e-17,"sp|Q6PDJ1|CAHD1_MOUSE",3.02e-164,"VWFA and cache domain-containing protein 1 OS=Mus musculus GN=Cachd1 PE=2 SV=1","tr|A0A2B4S6E8|A0A2B4S6E8_STYPI",0,"VWFA and cache domain-containing protein 1 OS=Stylophora pistillata GN=Cachd1 PE=4 SV=1","ref|XP_020606095.1|",0,"VWFA and cache domain-containing protein 1-like [Orbicella faveolata]","GO:0016021; GO:0006816","GO:0016021"
"evm.TU.chromosome_6.2361",36.2083059452026,-3.0784887425373,0.339694173364819,-9.0625303108485,1.27458858459071e-19,3.44908066123295e-17,NA,NA,NA,"tr|A0A2B4RT20|A0A2B4RT20_STYPI",1.61e-13,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene15599 PE=4 SV=1","ref|XP_020629683.1|",0,"enolase-phosphatase E1-like [Orbicella faveolata]",NA,""
"evm.TU.chromosome_1.947",248.788024629426,1.01118594721738,0.112416193281068,8.99502035875892,2.36188435468026e-19,6.28301270283164e-17,"sp|O88902|PTN23_RAT",3.92e-52,"Tyrosine-protein phosphatase non-receptor type 23 (Fragment) OS=Rattus norvegicus GN=Ptpn23 PE=1 SV=2","tr|A0A2B4S3B4|A0A2B4S3B4_STYPI",0,"Tyrosine-protein phosphatase non-receptor type 23 OS=Stylophora pistillata GN=Ptpn23 PE=4 SV=1","ref|XP_020623128.1|",0,"tyrosine-protein phosphatase non-receptor type 23-like isoform X2 [Orbicella faveolata]","GO:0036064; GO:0005737; GO:0005829; GO:0005769; GO:0005768; GO:0070062; GO:0005634; GO:0019901; GO:0004725; GO:0060271; GO:0045022; GO:0032456; GO:0010633; GO:1903393; GO:2000643; GO:1903387; GO:0061357; GO:0015031; GO:0043162","GO:0004725"
"evm.TU.chromosome_11.1357",40.1968422053081,4.26771654572549,0.478993796312152,8.90975327568604,5.114625383404e-19,1.3379007565421e-16,"sp|P22182|FGFR1_XENLA",9.2e-70,"Fibroblast growth factor receptor 1 OS=Xenopus laevis GN=fgfr1 PE=1 SV=1","tr|A0A2B4R8S4|A0A2B4R8S4_STYPI",0,"Vascular endothelial growth factor receptor 2 OS=Stylophora pistillata GN=kdr PE=4 SV=1","ref|XP_020628083.1|",0,"uncharacterized protein LOC110065300 [Orbicella faveolata]","GO:0031410; GO:0005829; GO:0016021; GO:0005634; GO:0005886; GO:0005524; GO:0005007; GO:0008284","GO:0016021; GO:0005524; GO:0004713"
"evm.TU.chromosome_12.2432",39.5880447814231,-3.41685157430227,0.383708420967789,-8.9048125805639,5.3476319289974e-19,1.37591939550187e-16,NA,NA,NA,"tr|A0A2B4SAB4|A0A2B4SAB4_STYPI",2.51e-57,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9018 PE=4 SV=1","ref|XP_020616514.1|",5.32e-128,"uncharacterized protein LOC110054525 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_4.2413",59.781688419625,4.14596726668819,0.46612174501143,8.89460170236539,5.86291951836578e-19,1.48416970710889e-16,"sp|B1WAZ6|PA24A_XENTR",0,"Cytosolic phospholipase A2 OS=Xenopus tropicalis GN=pla2g4a PE=2 SV=1","tr|A0A2B4S6N3|A0A2B4S6N3_STYPI",0,"Cytosolic phospholipase A2 OS=Stylophora pistillata GN=pla2g4a PE=4 SV=1","gb|PFX24703.1|",0,"cytosolic phospholipase A2-like [Stylophora pistillata]","GO:0031410; GO:0004622; GO:0046872; GO:0004623; GO:0102567; GO:0102568; GO:0009395","GO:0005737; GO:0046872; GO:0004623; GO:0102567; GO:0102568; GO:0009395"
"evm.TU.chromosome_12.2425",339.60236045867,-2.83610850927591,0.319956811846201,-8.86403540812626,7.71692308824643e-19,1.92249377571472e-16,NA,NA,NA,"tr|A0A2B4SB50|A0A2B4SB50_STYPI",3.12e-109,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene9027 PE=4 SV=1","ref|XP_020616614.1|",3.67e-161,"uncharacterized protein LOC110054605 isoform X1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_6.198",78.573936474886,-1.38011703726866,0.156023710074894,-8.84555966914374,9.10707020791305e-19,2.23336667051868e-16,"sp|Q9NPG3|UBN1_HUMAN",3.3e-52,"Ubinuclein-1 OS=Homo sapiens GN=UBN1 PE=1 SV=2","tr|A0A2B4RR13|A0A2B4RR13_STYPI",0,"Ubinuclein-2 OS=Stylophora pistillata GN=UBN2 PE=4 SV=1","ref|XP_020609811.1|",0,"ubinuclein-2-like isoform X1 [Orbicella faveolata]","GO:0005923; GO:0016604; GO:0005654; GO:0005634; GO:0016605; GO:0003677; GO:0003700; GO:0016569; GO:0006336; GO:0006357; GO:0016032","GO:0005634; GO:0006325"
"evm.TU.chromosome_7.2809",40.4293746134559,4.60668977591398,0.521409189883664,8.83507591598417,1.00030305121948e-18,2.41534713675227e-16,NA,NA,NA,"tr|A0A2B4RHB3|A0A2B4RHB3_STYPI",0,"RING finger protein B OS=Stylophora pistillata GN=rngB PE=4 SV=1","ref|XP_020603062.1|",0,"uncharacterized protein LOC110042069 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_1.1800",247.3315061821,1.33829128972639,0.152223539173724,8.79161854329955,1.4742056531097e-18,3.50570571599346e-16,NA,NA,NA,"tr|A0A2B4RS54|A0A2B4RS54_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene15149 PE=4 SV=1","ref|XP_020632267.1|",0,"golgin subfamily A member 6-like protein 22 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_5.486",181.021311515254,-1.27966513098102,0.146223127399619,-8.75145507922135,2.10619184182811e-18,4.93383297873017e-16,NA,NA,NA,"tr|A0A2B4RTL6|A0A2B4RTL6_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene15900 PE=4 SV=1","ref|XP_020611326.1|",0,"golgin subfamily A member 4-like [Orbicella faveolata]",NA,""
"evm.TU.chromosome_2.393",41.0338061004864,3.93547411846843,0.449897337361178,8.74749368722987,2.18143569441552e-18,5.03494606233111e-16,"sp|P41969|ELK1_MOUSE",9.2e-26,"ETS domain-containing protein Elk-1 OS=Mus musculus GN=Elk1 PE=1 SV=3","tr|A0A2B4SJN9|A0A2B4SJN9_STYPI",2.25e-101,"ETS domain-containing protein Elk-1 OS=Stylophora pistillata GN=Elk1 PE=4 SV=1","ref|XP_020631667.1|",1.49e-110,"ETS domain-containing protein Elk-1-like [Orbicella faveolata]","GO:0043679; GO:0030425; GO:0005739; GO:0043025; GO:0005654; GO:0005634; GO:0003682; GO:0003700; GO:0000978; GO:0000981; GO:0001085; GO:0001077; GO:0030154; GO:0071480; GO:0071394; GO:1901216; GO:0045944; GO:0045893; GO:0006357; GO:0006355; GO:0071774; GO:0009416","GO:0005634; GO:0003700; GO:0043565"
"evm.TU.chromosome_2.231",30.6568956142864,2.61156387707221,0.300052839028051,8.70367994361175,3.2129231833724e-18,7.30823613956953e-16,"sp|Q5R930|MSRB3_PONAB",4.99e-33,"Methionine-R-sulfoxide reductase B3 OS=Pongo abelii GN=MSRB3 PE=2 SV=2","tr|A0A2B4RYS4|A0A2B4RYS4_STYPI",1.24e-58,"Methionine-R-sulfoxide reductase B3 OS=Stylophora pistillata GN=MSRB3 PE=4 SV=1","ref|XP_022797389.1|",5.3e-62,"uncharacterized protein LOC111335670 isoform X1 [Stylophora pistillata]","GO:0005783; GO:0005739; GO:0033745; GO:0033743; GO:0008270; GO:0030091; GO:0006979","GO:0033743; GO:0030091; GO:0006979"
"evm.TU.chromosome_12.1958",59.0150955742081,1.60505403671913,0.18445865608347,8.70142974473817,3.27728652752675e-18,7.34814457850463e-16,"sp|O76094|SRP72_HUMAN",0,"Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3","tr|A0A2B4SB94|A0A2B4SB94_STYPI",0,"Signal recognition particle subunit SRP72 OS=Stylophora pistillata GN=SRP72 PE=4 SV=1","ref|XP_020610040.1|",0,"signal recognition particle subunit SRP72-like [Orbicella faveolata]","GO:0005829; GO:0005783; GO:0048500; GO:0005786; GO:0008312; GO:0003723; GO:0005047; GO:0030911; GO:0042493; GO:0006614; GO:0006616","GO:0005786; GO:0008312; GO:0042802; GO:0006614"
"evm.TU.chromosome_13.120",39.6303222226681,1.73775386721101,0.200498505498556,8.66716618605184,4.43008123215542e-18,9.79297534347596e-16,"sp|Q2MJT0|MEF2A_RAT",1.57e-72,"Myocyte-specific enhancer factor 2A OS=Rattus norvegicus GN=Mef2a PE=1 SV=1","tr|A0A1B4Z126|A0A1B4Z126_ACRDI",0,"Mef2 transcription factor OS=Acropora digitifera GN=mef2 PE=2 SV=1","ref|XP_020621820.1|",0,"myocyte-specific enhancer factor 2C-like isoform X2 [Orbicella faveolata]","GO:0000790; GO:0005654; GO:0005634; GO:0005667; GO:0033613; GO:0003682; GO:0003677; GO:0003700; GO:0035035; GO:0042826; GO:0046982; GO:0019901; GO:0000978; GO:0000977; GO:0001105; GO:0000981; GO:0001085; GO:0043565; GO:0046332; GO:0003705; GO:0001077; GO:0006915; GO:0061337; GO:0071277; GO:0071333; GO:0048813; GO:0070375; GO:0007507; GO:0000165; GO:0000002; GO:0048311; GO:0000122; GO:0010613; GO:0045944; GO:0045893; GO:0006355; GO:0006351; GO:0055005","GO:0005634; GO:0046983; GO:0000977; GO:0045944; GO:0006351"
"evm.TU.chromosome_14.6785",213.687433946516,1.35582282463881,0.156654949306753,8.65483555188493,4.93622860734804e-18,1.07602927767121e-15,"sp|Q13523|PRP4B_HUMAN",0,"Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens GN=PRPF4B PE=1 SV=3","tr|A0A2B4SSF9|A0A2B4SSF9_STYPI",0,"Serine/threonine-protein kinase PRP4-like OS=Stylophora pistillata GN=PRPF4B PE=4 SV=1","ref|XP_020622688.1|",0,"serine/threonine-protein kinase PRP4 homolog [Orbicella faveolata]","GO:0071013; GO:0005694; GO:0016607; GO:0005524; GO:0004672; GO:0004674; GO:0003723; GO:0000398; GO:0006468; GO:0008380","GO:0005524; GO:0004672"
"evm.TU.chromosome_10.16",88.474190432936,1.62673029923951,0.188276716840049,8.64010338900006,5.61621742550285e-18,1.20748674648311e-15,"sp|A1A4J8|SCO1_BOVIN",1.97e-83,"Protein SCO1 homolog, mitochondrial OS=Bos taurus GN=SCO1 PE=2 SV=1","tr|A0A2B4RRR6|A0A2B4RRR6_STYPI",5.18e-154,"Protein SCO1-like, mitochondrial OS=Stylophora pistillata GN=SCO1 PE=4 SV=1","ref|XP_020626242.1|",1.43e-175,"protein SCO1 homolog, mitochondrial-like [Orbicella faveolata]","GO:0072492; GO:0005743; GO:0030016; GO:0005507; GO:0006878; GO:0006825; GO:0033617; GO:1901799","GO:0016021; GO:0005743; GO:0005507; GO:0045454; GO:0006878; GO:0006825; GO:0008535"
"evm.TU.chromosome_2.762",46.4759217589022,-5.66452785448741,0.656683711311484,-8.62596065185567,6.35568713404988e-18,1.34800688606639e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_13.1267",36.701067706408,-1.70533639438303,0.197842087719676,-8.61968458804043,6.71387898562913e-18,1.40499107572599e-15,NA,NA,NA,"tr|A0A2B4T1A7|A0A2B4T1A7_STYPI",3.53e-96,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene670 PE=4 SV=1","ref|XP_020625922.1|",0,"MAR-binding filament-like protein 1-1 isoform X2 [Orbicella faveolata]",NA,"GO:0046983"
"evm.TU.chromosome_1.1435",393.939878615939,1.53844684230839,0.179646793151909,8.5637311711291,1.09272452735519e-17,2.25661992853153e-15,"sp|Q14596|NBR1_HUMAN",3.95e-38,"Next to BRCA1 gene 1 protein OS=Homo sapiens GN=NBR1 PE=1 SV=3","tr|A0A2B4S6E7|A0A2B4S6E7_STYPI",0,"Next to BRCA1 gene 1 protein OS=Stylophora pistillata GN=Nbr1 PE=4 SV=1","gb|PFX24102.1|",0,"next to BRCA1 gene 1 protein-like isoform X1 [Stylophora pistillata]","GO:0005776; GO:0005829; GO:0070062; GO:0043231; GO:0005770; GO:0005764; GO:0031430; GO:0016020; GO:0016604; GO:0005654; GO:0000407; GO:0051019; GO:0043130; GO:0008270; GO:0016236; GO:0045668; GO:0051259; GO:0030500; GO:0032872","GO:0043130; GO:0008270; GO:0016236"
"evm.TU.chromosome_13.1134",29.75819096134,-5.30021905039366,0.621009398648887,-8.5348451439305,1.4034327267427e-17,2.86063333067879e-15,"sp|P86982|IMSP1_RUDPH",3.78e-27,"Insoluble matrix shell protein 1 (Fragment) OS=Ruditapes philippinarum PE=1 SV=1","tr|A0A2B4R630|A0A2B4R630_STYPI",1.63e-91,"Dynein heavy chain 7, axonemal OS=Stylophora pistillata GN=DNAH7 PE=4 SV=1","ref|XP_020623129.1|",2.34e-172,"uncharacterized protein LOC110060684 isoform X1 [Orbicella faveolata]","GO:0005576","GO:0003777; GO:0007018"
"evm.TU.chromosome_11.2445",27.8639172934164,3.49054605964653,0.40945279581844,8.52490469058687,1.52935693819383e-17,3.07734065960925e-15,"sp|P13255|GNMT_RAT",5.45e-111,"Glycine N-methyltransferase OS=Rattus norvegicus GN=Gnmt PE=1 SV=2","tr|A0A2B4RQG9|A0A2B4RQG9_STYPI",0,"Glycine N-methyltransferase OS=Stylophora pistillata GN=Gnmt PE=4 SV=1","ref|XP_020620345.1|",0,"glycine N-methyltransferase-like [Orbicella faveolata]","GO:0005829; GO:0034708; GO:0005634; GO:0005542; GO:0016594; GO:0017174; GO:0042802; GO:1904047; GO:0008757; GO:0098603; GO:0046655; GO:0006544; GO:0005977; GO:0006555; GO:0032259; GO:0006730; GO:0051289; GO:0051262; GO:0006111; GO:0046498; GO:0046500; GO:1901052","GO:0017174"
"evm.TU.chromosome_14.6874",130.078101447188,1.85924993215358,0.218601576435956,8.50519910453749,1.81284205386323e-17,3.60158937156751e-15,"sp|Q91ZR3|ZHANG_MOUSE",4.8e-13,"CREB/ATF bZIP transcription factor OS=Mus musculus GN=Crebzf PE=1 SV=2","tr|A0A2B4RZ32|A0A2B4RZ32_STYPI",2.7e-104,"CREB/ATF bZIP transcription factor OS=Stylophora pistillata GN=Crebzf PE=4 SV=1","ref|XP_020619735.1|",1.11e-149,"CREB/ATF bZIP transcription factor-like [Orbicella faveolata]","GO:0005739; GO:0005634; GO:0003700; GO:0042802; GO:0045814; GO:0045892; GO:0051090; GO:0009615; GO:0006351","GO:0003700"
"evm.TU.chromosome_11.1933",16.366798933832,5.7730481120239,0.679078216058889,8.50130069777303,1.87478036373236e-17,3.67808472609742e-15,"sp|Q60803|TRAF3_MOUSE",3.51e-122,"TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2","tr|A0A2B4S225|A0A2B4S225_STYPI",0,"TNF receptor-associated factor 3 OS=Stylophora pistillata GN=Traf3 PE=4 SV=1","ref|XP_020606861.1|",0,"TNF receptor-associated factor 3-like [Orbicella faveolata]","GO:0035631; GO:0009898; GO:0005768; GO:0019901; GO:0019903; GO:0031996; GO:0016740; GO:0005164; GO:0031625; GO:0008270; GO:0006915; GO:0045087; GO:0032088; GO:0042981; GO:0001817; GO:0050688; GO:0032648; GO:0030162; GO:0008063; GO:0002224; GO:0033209","GO:0005164; GO:0008270; GO:0045087; GO:0032088; GO:0042981; GO:0001817; GO:0050688; GO:0008063; GO:0033209"
